City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Luau,49,AO,1604879073,94,-10.71,22.22,66.02,2.44
Umba,97,RU,1604879073,86,66.69,34.34,33.89,13.42
La Plata,34,AR,1604879074,77,-34.92,-57.95,66.99,1.99
Moerai,100,PF,1604878904,83,-22.43,-151.33,75.63,21.21
Kuril'sk,100,RU,1604879074,79,45.23,147.88,38.34,19.82
Chara,79,RU,1604879074,82,56.91,118.26,-2.15,0.54
Arrondissement de Soissons,77,FR,1604879074,87,49.33,3.33,54.0,5.68
Rosetta,40,EG,1604879074,82,31.4,30.42,66.2,4.7
Hofn,98,IS,1604879074,74,64.25,-15.21,39.83,12.59
Maningrida,99,AU,1604879074,56,-12.07,134.27,89.51,9.44
Lander,1,US,1604879074,35,42.83,-108.73,42.8,11.41
Weiser,90,US,1604878974,55,44.25,-116.97,39.2,13.87
Sidi Ali,34,DZ,1604879074,84,36.1,0.42,61.83,3.44
Bonthe,63,SL,1604878901,87,7.53,-12.51,77.83,3.33
Nuevo Imperial,51,PE,1604879075,81,-13.08,-76.32,62.29,2.93
Ilhabela,74,BR,1604878921,84,-23.78,-45.36,71.06,6.82
Pāsighāt,0,IN,1604879075,50,28.07,95.33,62.24,3.0
Darhan,0,MN,1604879075,89,49.49,105.92,28.71,6.91
Hualmay,11,PE,1604879075,85,-11.1,-77.61,62.04,8.48
Dongsheng,0,CN,1604878960,82,39.82,109.98,32.25,1.97
Boende,95,CD,1604879075,95,-0.22,20.87,72.12,1.03
Kuching,40,MY,1604878974,100,1.55,110.33,75.2,1.12
Beringovskiy,11,RU,1604878912,91,63.05,179.32,19.42,8.52
Sambava,78,MG,1604878877,85,-14.27,50.17,73.99,15.17
Grindavik,75,IS,1604878874,86,63.84,-22.43,41.0,19.46
Pereleshinskiy,75,RU,1604879076,87,51.71,40.2,44.6,11.18
Batagay,5,RU,1604878900,82,67.63,134.63,-28.32,2.59
Pareora,62,NZ,1604879076,66,-44.49,171.21,53.08,5.53
São Miguel do Araguaia,100,BR,1604878915,73,-13.28,-50.16,77.23,3.94
Bafra,40,TR,1604879076,93,41.57,35.91,50.0,3.36
Florø,100,NO,1604879076,87,61.6,5.03,46.4,6.93
Mamontovo,100,RU,1604879076,70,52.71,81.62,41.43,19.22
Ottawa,5,CA,1604878973,62,45.41,-75.7,59.0,5.82
Kalmunai,94,LK,1604879076,82,7.42,81.82,80.19,6.87
Villa Vicente Guerrero,5,MX,1604879076,46,19.12,-98.17,69.8,13.87
Longyearbyen,40,SJ,1604878887,79,78.22,15.64,26.6,3.36
Broken Hill,53,AU,1604879076,28,-31.95,141.43,80.6,16.11
Aksarka,99,RU,1604878862,98,66.56,67.8,20.12,7.58
Sept-Îles,90,CA,1604878837,79,50.2,-66.38,30.0,2.24
Nowy Dwór Gdański,90,PL,1604879077,87,54.21,19.12,46.4,2.24
Nakamura,0,JP,1604879077,60,32.98,132.93,57.99,8.48
Eldorado,68,BR,1604879077,41,-23.79,-54.28,80.58,1.43
Iqaluit,90,CA,1604878936,85,63.75,-68.51,19.4,24.16
Porto-Novo,20,BJ,1604879077,78,6.5,2.6,82.4,9.17
Carlsbad,75,US,1604879077,60,33.16,-117.35,60.8,12.75
Jāmtāra,0,IN,1604879077,50,23.95,86.8,64.15,7.2
Khovd,0,MN,1604879077,88,48.01,91.64,26.58,0.83
Staryy Nadym,88,RU,1604879078,98,65.61,72.68,21.29,6.55
Bathsheba,75,BB,1604878905,88,13.22,-59.52,78.8,17.22
Niquelândia,90,BR,1604879078,84,-14.47,-48.46,73.18,3.8
Havelock,40,US,1604879078,88,34.88,-76.9,69.01,10.29
Kalevala,14,RU,1604879078,92,65.2,31.17,32.22,10.38
Hailey,90,US,1604879078,92,43.52,-114.32,26.6,11.41
Andilamena,93,MG,1604879078,84,-17.02,48.58,61.54,10.38
Grand Baie,2,MU,1604879078,82,-20.02,57.58,72.0,4.0
Turukhansk,100,RU,1604878954,99,65.82,87.98,34.07,11.14
Juba,84,SS,1604879078,84,4.85,31.58,73.04,1.68
Tuy Hoa,100,VN,1604879079,87,13.08,109.3,76.39,17.72
Talnakh,40,RU,1604878892,92,69.49,88.4,24.8,22.37
Rehoboth,70,NA,1604879079,39,-23.32,17.08,66.56,8.14
Divnoye,0,RU,1604879079,74,45.91,43.35,44.24,10.94
Hamilton,1,US,1604878869,59,39.18,-84.53,66.99,3.36
Olinda,75,BR,1604878906,78,-8.01,-34.86,80.6,13.87
Brønnøysund,75,NO,1604879079,87,65.46,12.2,46.0,13.87
Yuma,90,US,1604879079,39,32.73,-114.62,66.2,8.05
Honiara,20,SB,1604879079,70,-9.43,159.95,87.8,4.7
Mabaruma,100,GY,1604879079,92,8.2,-59.78,75.54,3.56
Malartic,20,CA,1604878780,66,48.13,-78.13,55.4,9.17
Te Anau,92,NZ,1604878921,55,-45.42,167.72,57.13,4.05
Bayamo,47,CU,1604879080,88,20.38,-76.64,74.82,3.83
Port Lincoln,100,AU,1604878962,36,-34.73,135.87,73.09,15.05
Tingo María,67,PE,1604879080,62,-9.29,-76.01,76.87,2.04
Malko Tarnovo,90,BG,1604879080,82,41.98,27.53,55.99,8.05
Ürümqi,0,CN,1604879080,59,43.8,87.6,33.8,2.24
Bara,0,NG,1604879080,30,10.37,10.73,74.71,7.09
Batī,6,ET,1604879080,48,11.18,40.02,62.31,4.74
Graaff-Reinet,68,ZA,1604879080,86,-32.25,24.53,54.0,5.88
Tupik,1,RU,1604879081,88,54.43,119.93,1.38,1.66
Dingle,24,PH,1604878966,82,11.0,122.67,80.24,2.15
Agirish,100,RU,1604879081,98,61.92,63.02,28.15,5.95
Sørland,99,NO,1604878899,68,67.67,12.69,44.83,31.21
Kidderminster,99,GB,1604879081,97,52.39,-2.25,53.01,5.48
Smithers,75,CA,1604879081,63,54.78,-127.17,30.2,2.24
San Joaquin,1,US,1604879081,18,37.93,-121.3,60.8,16.11
Gobabis,54,NA,1604879081,21,-22.45,18.97,75.72,12.73
Makakilo City,75,US,1604878990,46,21.35,-158.09,89.6,8.05
Wenling,0,CN,1604879082,62,28.37,121.36,64.0,14.07
Aksu,94,CN,1604878907,60,41.12,80.26,38.89,1.14
Cherskiy,96,RU,1604879082,94,68.75,161.3,2.12,2.55
Nānākuli,75,US,1604879082,46,21.39,-158.15,89.6,8.05
Zonguldak,0,TR,1604879082,68,41.25,31.83,46.6,3.76
Varna,90,BG,1604879082,81,43.22,27.92,53.6,1.12
Ritchie,96,ZA,1604878944,48,-29.04,24.6,64.4,6.93
Damietta,0,EG,1604879082,77,31.42,31.81,69.8,3.36
Alekseyevsk,69,RU,1604879082,97,57.84,108.35,30.24,6.4
Brazzaville,100,CG,1604879082,84,-4.27,15.28,75.6,5.08
Buraidah,40,SA,1604878807,53,26.33,43.98,73.4,16.11
Santo Ângelo,95,BR,1604879083,55,-28.3,-54.26,78.01,1.01
Wau,0,SS,1604879083,53,7.7,28.0,75.24,1.95
Tahe,0,CN,1604879083,88,52.33,124.73,4.39,4.63
Cheney,90,US,1604879083,86,47.49,-117.58,28.4,11.41
Methóni,20,GR,1604879083,54,36.82,21.7,59.0,9.17
Mehamn,98,NO,1604878873,88,71.04,27.85,34.29,7.43
Lashio,4,MM,1604879083,93,22.93,97.75,59.36,1.5
Nuuk,69,GL,1604879083,56,64.18,-51.72,15.8,19.46
El Alto,96,PE,1604878896,87,-4.27,-81.21,62.33,15.14
Kaya,95,BF,1604879084,18,13.09,-1.08,77.22,8.93
Kokopo,76,PG,1604879084,67,-4.35,152.26,84.31,2.64
Apango,82,MX,1604879084,69,17.73,-99.33,71.11,4.0
Godda,0,IN,1604879084,65,24.83,87.22,62.19,2.98
Ambon City,20,ID,1604879084,83,-3.7,128.18,80.6,2.24
Mahenge,50,TZ,1604879084,100,-8.68,36.72,64.17,3.2
Stow,1,US,1604879084,62,41.16,-81.44,62.01,4.23
Strezhevoy,90,RU,1604878940,97,60.73,77.59,32.0,8.95
Cotonou,20,BJ,1604879085,78,6.37,2.42,82.4,9.17
Laguna,1,US,1604878721,18,38.42,-121.42,59.0,13.87
Najrān,0,SA,1604879085,34,17.49,44.13,64.4,2.21
Phan Thiet,97,VN,1604879085,81,10.93,108.1,75.11,3.06
Linguère,0,SN,1604879085,36,15.4,-15.12,80.6,4.7
Cochabamba,20,BO,1604879085,28,-17.39,-66.16,73.4,6.93
Jacareacanga,100,BR,1604879085,96,-6.22,-57.75,73.96,3.31
Soyo,91,AO,1604878912,86,-6.13,12.37,78.03,7.38
Campbell River,20,CA,1604878897,26,50.02,-125.24,48.2,9.17
General Roca,0,AR,1604879085,64,-39.03,-67.58,73.4,6.93
Humberto de Campos,4,BR,1604878886,81,-2.6,-43.46,79.95,6.98
Yumen,0,CN,1604878917,63,40.28,97.2,33.33,7.25
Pascagoula,75,US,1604879086,65,30.37,-88.56,78.8,3.36
Adelaide,0,AU,1604878802,18,-34.93,138.6,84.0,13.87
Abong Mbang,25,CM,1604879086,85,3.98,13.18,66.69,3.0
Santa Barbara,40,US,1604879086,53,34.73,-120.03,54.0,23.04
Biak,74,ID,1604878880,64,-0.91,122.88,81.73,8.1
Roseto degli Abruzzi,0,IT,1604879086,93,42.67,14.02,50.0,5.82
Vestmanna,100,FO,1604879086,93,62.16,-7.17,46.4,16.11
Ust-Maya,95,RU,1604879086,89,60.42,134.53,-9.74,2.39
Ust'-Ordynskiy,0,RU,1604879086,69,52.8,104.75,37.4,8.95
Bambous Virieux,40,MU,1604878874,88,-20.34,57.76,73.4,5.82
Loandjili,97,CG,1604879087,89,-4.76,11.86,77.09,7.4
Portland,40,US,1604878783,65,45.52,-122.68,48.0,6.93
Magistral'nyy,98,RU,1604879087,97,56.17,107.45,32.02,5.88
Xai-Xai,0,MZ,1604879087,58,-25.05,33.64,78.58,9.31
Aban,76,RU,1604879087,81,56.67,96.06,36.5,9.82
Krasnyy Chikoy,9,RU,1604879087,93,50.36,108.75,20.34,3.13
Kiama,86,AU,1604879087,65,-34.68,150.87,66.99,1.01
Caxito,75,AO,1604878899,83,-8.58,13.66,78.8,5.82
Serik,0,TR,1604879087,47,36.92,31.1,66.0,2.24
Lagunillas,97,VE,1604879088,84,10.13,-71.26,80.76,7.49
Itacarambi,70,BR,1604878940,69,-15.1,-44.09,75.52,3.38
Asahikawa,75,JP,1604879088,78,43.77,142.37,32.0,8.05
Nouakchott,93,MR,1604879088,69,18.09,-15.98,78.8,11.41
Saint-Augustin,55,CA,1604879088,77,51.23,-58.65,28.33,8.88
Surin,10,TH,1604879088,82,14.88,103.49,70.0,11.59
Santa Maria,0,BR,1604879088,64,-29.68,-53.81,75.2,16.11
Thinadhoo,95,MV,1604878892,75,0.53,72.93,83.55,12.88
Ulcinj,0,ME,1604878965,87,41.93,19.22,46.4,5.82
Duma,64,CN,1604879089,93,34.77,108.14,46.4,4.47
Lüderitz,0,NA,1604878884,76,-26.65,15.16,59.99,20.94
Nicoya,40,CR,1604879089,88,10.15,-85.45,78.8,4.7
Alofi,75,NU,1604878732,74,-19.06,-169.92,80.6,9.17
Presidencia Roque Sáenz Peña,60,AR,1604879089,66,-26.79,-60.44,73.67,14.81
Cajaruro,81,PE,1604879089,64,-5.74,-78.43,77.5,1.45
Glendive,75,US,1604878916,79,47.11,-104.71,26.6,27.51
Alice Springs,0,AU,1604878776,13,-23.7,133.88,82.4,4.7
Qaqortoq,100,GL,1604879089,95,60.72,-46.03,32.0,1.12
Tahoua,0,NE,1604879089,23,14.89,5.27,75.2,6.93
Bandarbeyla,40,SO,1604878894,83,9.49,50.81,77.32,16.87
Arrondissement de Bastia,20,FR,1604878950,93,42.67,9.33,59.0,4.7
Den Helder,90,NL,1604878942,87,52.96,4.76,51.8,9.17
Makassar,20,ID,1604879090,88,-5.14,119.42,75.2,3.36
Jardim,82,BR,1604879090,35,-21.48,-56.14,85.15,2.13
Goderich,0,CA,1604878793,67,43.75,-81.72,59.0,5.82
Arlit,0,NE,1604878942,29,18.74,7.39,71.35,10.2
Yzeure,0,FR,1604879090,93,46.56,3.35,50.0,3.36
Manokwari,81,ID,1604878930,72,-0.87,134.08,84.11,9.22
Nador,0,MA,1604879090,77,35.17,-2.93,60.8,5.82
Athabasca,1,CA,1604878794,79,54.72,-113.29,19.4,6.93
Luga,0,RU,1604879090,89,58.74,29.85,34.75,6.15
Vila,54,PT,1604878930,93,42.03,-8.16,53.01,4.74
Vestmannaeyjar,97,IS,1604878967,81,63.44,-20.27,44.53,25.57
Fuerte Olimpo,89,PY,1604879091,31,-21.04,-57.87,89.2,5.19
Suşehri,0,TR,1604879091,62,40.16,38.09,43.21,2.73
